__EPOCH__	66.58.176.77	0.013	200	386	GET	https	dmg3j8t66naeg.cloudfront.net	/	256	SEA73-P2	p-TURWJuCqHrv6DdZhj4uausuDMXq2dunidCTVLn8PVkg0itvFJhDQ==	dmg3j8t66naeg.cloudfront.net	0.014	HTTP/2.0	IPv4	Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/17.5%20Safari/605.1.15	-	-	-	Hit	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Hit	-	-	text/html	77	-	-	59844	Hit	US	gzip,%20deflate,%20br	text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8	*	host:dmg3j8t66naeg.cloudfront.net%0Aaccept:text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8%0Asec-fetch-site:none%0Aaccept-encoding:gzip,%20deflate,%20br%0Asec-fetch-mode:navigate%0Auser-agent:Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/17.5%20Safari/605.1.15%0Aaccept-language:en-US,en;q=0.9%0Asec-fetch-dest:document%0A	host%0Aaccept%0Asec-fetch-site%0Aaccept-encoding%0Asec-fetch-mode%0Auser-agent%0Aaccept-language%0Asec-fetch-dest%0A	8	EDSB5IQNTX2OR	dmg3j8t66naeg.cloudfront.net	-	-	8047	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-

